NOM_COMUN,TIPO_VEGET,ESTADO_INICIAL,FECHA,LADO_RED,DAP_ESTIM,LONG_INTER,TIPO_INTER,NIVEL_RIES,CIRCUITO_TRAMO,NODO_1,NODO_2,LONGITUD,LATITUD,DEP,MUN
MATARRATON,Cerca Viva,Ejecutado,2024-01-24,Ambos Lados,30,9,Poda,Medio,VBO23L12,W34688,W34689,-75.876618,5.052335,CALDAS,VITERBO
MATARRATON,Cerca Viva,Ejecutado,2024-01-24,Debajo,25,5,Poda,Medio,VBO23L12,W34685,W34688,-75.875419,5.053475,CALDAS,VITERBO
MATARRATON,Arbol aislado,Ejecutado,2024-01-24,Ambos Lados,20,20,Poda,Medio,VBO23L12,W34681,W34685,-75.874968,5.054848,CALDAS,VITERBO
MATARRATON,Cerca Viva,Ejecutado,2024-01-24,Ambos Lados,25,8,Poda,Medio,VBO23L12,W34689,W34691,-75.877191,5.051822,CALDAS,VITERBO
OTROS,Arbol aislado,Pendiente Apagon,2024-01-23,Ambos Lados,100,25,Poda,Alto,CHA23L16,C14005,C14006,-75.61653256,4.991656862,CALDAS,CHINCHINÁ
QUIEBRABARRIGO,Cerca Viva,Ejecutado,2024-01-23,Debajo,35,4,Poda,Medio,CHA23L16,C14191,C14192,-75.61608941,4.988711232,CALDAS,CHINCHINÁ
YARUMO,Arbol aislado,Inspeccionado,2024-01-23,Ambos Lados,35,25,Tala,Bajo,CHA23L16,C14191,C14192,-75.616175,4.988595,CALDAS,CHINCHINÁ
GUADUA,Guadual,Pendiente Apagon,2024-01-24,Ambos Lados,15,20,Tala,Alto,CHA23L16,C14008,C14009,-75.61489156,4.989584729,CALDAS,CHINCHINÁ
CHILCA,Rastrojo,Ejecutado,2024-01-23,Debajo,10,7,Rocería,Medio,CHA23L16,C14008,C14191,-75.61527757,4.990212578,CALDAS,CHINCHINÁ
ARBOLOCO,Arbol aislado,Ejecutado,2024-01-23,Debajo,10,10,Rocería,Medio,CHA23L16,C14007,C14008,-75.61537185,4.990624012,CALDAS,CHINCHINÁ
GUADUA,Guadual,Pendiente Apagon,2024-01-23,Ambos Lados,15,15,Tala,Alto,CHA23L16,C14007,C14008,-75.61531354,4.990460904,CALDAS,CHINCHINÁ
ARBOLOCO,Arbol aislado,Ejecutado,2024-01-23,Debajo,10,15,Rocería,Medio,CHA23L16,C14006,C14007,-75.61560782,4.990942157,CALDAS,CHINCHINÁ
GUADUA,Guadual,Pendiente Apagon,2024-01-23,Ambos Lados,15,20,Tala,Alto,CHA23L16,C14006,C14007,-75.61580245,4.991101376,CALDAS,CHINCHINÁ
ARBOL DEL PAN,Arbol aislado,Ejecutado,2024-01-23,Ambos Lados,45,3,Poda,Alto,CHA23L16,C14006,C14304,-75.61658,4.991458,CALDAS,CHINCHINÁ
ZAPOTE,Frutales,Ejecutado,2024-01-23,Debajo,45,3,Poda,Medio,CHA23L16,C14006,C14304,-75.616638,4.9914,CALDAS,CHINCHINÁ
NN,Ornamental,Inspeccionado,2024-01-29,Debajo,30,0,Poda,Bajo,ENE23L15,M63191,M63197,-75.470313,5.029101,CALDAS,MANIZALES
YARUMO,Arbol aislado,Ejecutado,2024-01-25,Debajo,20,5,Tala,Medio,CHA23L16,C14019,C41304,-75.608466,4.972749,CALDAS,CHINCHINÁ
YARUMO,Arbol aislado,Inspeccionado,2024-01-25,Debajo,35,3,Tala,Medio,CHA23L16,C14018,C14019,-75.6085882,4.972713417,CALDAS,CHINCHINÁ
GUAYABO,Frutales,Ejecutado,2024-01-25,Debajo,5,6,Poda,Alto,SNA23L12,E42030,E42031,-75.02280596,5.41832629,CALDAS,SAMANÁ
MANZANILLO,Arbol aislado,Ejecutado,2024-01-24,Ambos Lados,30,8,Poda,Alto,AZU23L13,B68983,B68984,-75.52679763,5.287718972,CALDAS,FILADELFIA
NN,Cafe/sombrio,Ejecutado,2024-01-24,Debajo,12,8,Poda,Bajo,AZU23L13,N21147,N21148,-75.526695,5.288395,CALDAS,FILADELFIA
MATARRATON,Cerca Viva,Ejecutado,2024-01-24,Debajo,20,4,Poda,Alto,AZU23L13,N21059,N21060,-75.527694,5.258795,CALDAS,ARANZAZU
PINO,Arbol aislado,Inspeccionado,2024-01-24,Izquierda,35,3,Poda,Medio,AZU23L13,N21070,N21596,-75.507323,5.264806,CALDAS,ARANZAZU
PLATANO,Huerto,Ejecutado,2024-01-25,Izquierda,20,8,Poda,Alto,AZU23L13,B68985,B68986,-75.53556156,5.289186563,CALDAS,FILADELFIA
GUADUA,Guadual,Pendiente Apagon,2024-01-24,Derecha,12,12,Tala,Alto,AZU23L13,N21045,N21046,-75.51626,5.269814,CALDAS,ARANZAZU
NN,Bosque natural,Ejecutado,2024-01-24,Debajo,20,8,Poda,Alto,AZU23L13,B68983,N21146,-75.5268047,5.287748902,CALDAS,FILADELFIA
TACHUELO,Arbol aislado,Pendiente Apagon,2024-01-25,Encima,30,4,Poda,Alto,AZU23L13,N21102,N21103,-75.51299142,5.253576347,CALDAS,ARANZAZU
GUALANDAY,Arbol aislado,Ejecutado,2024-01-24,Debajo,15,3,Tala,Alto,PSV23L13,E62357,E62358,-75.1312244,5.541354815,CALDAS,PENSILVANIA
NN,Cerca Viva,Ejecutado,2024-01-24,Izquierda,12,3,Poda,Alto,PSV23L13,E62355,E62356,-75.13025711,5.541280453,CALDAS,PENSILVANIA
NN,Cerca Viva,Ejecutado,2024-01-25,Ambos Lados,13,4,Tala,Alto,PSV23L13,E62353,E62355,-75.12998503,5.540023179,CALDAS,PENSILVANIA
NN,Rastrojo,Ejecutado,2024-01-26,Debajo,10,5,Rocería,Medio,MGT23L14,W22710,W22723,-75.759332,5.101659,CALDAS,RISARALDA
MATARRATON,Cerca Viva,Ejecutado,2024-01-26,Debajo,20,3,Poda,Medio,MGT23L14,W22003,W22710,-75.759144,5.101492,CALDAS,RISARALDA
CHILCA,Rastrojo,Ejecutado,2024-01-26,Debajo,2,8,Rocería,Medio,MGT23L14,W22710,W22720,-75.75924749,5.101452995,CALDAS,RISARALDA
NN,Rastrojo,Ejecutado,2024-01-26,Debajo,2,5,Rocería,Medio,MGT23L14,W22745,W22746,-75.77105788,5.086186254,CALDAS,RISARALDA
GUAYABO,Frutales,Ejecutado,2024-01-29,Izquierda,30,3,Poda,Medio,CHA23L16,C14138,C14139,-75.61548093,4.943706897,CALDAS,CHINCHINÁ
GUADUA,Guadual,Pendiente Apagon,2024-01-29,Ambos Lados,15,15,Tala,Alto,CHA23L16,C14142,C14143,-75.61710014,4.939194035,CALDAS,CHINCHINÁ
DRAGO,Arbol aislado,Ejecutado,2024-01-24,Debajo,35,6,Poda,Alto,AZU23L13,N21051,N21072,-75.507541,5.263725,CALDAS,ARANZAZU
LECHUDO,Arbol aislado,Ejecutado,2024-01-24,Debajo,25,3,Poda,Alto,AZU23L13,N21055,N21056,-75.52368,5.261793,CALDAS,ARANZAZU
CAUCHO,Arbol aislado,Pendiente Apagon,2024-01-24,Ambos Lados,50,8,Poda,Alto,CHA23L16,C14008,C14009,-75.61510846,4.990057647,CALDAS,CHINCHINÁ
OTROS,Arbol aislado,Pendiente Apagon,2024-01-23,Ambos Lados,50,30,Poda,Alto,CHA23L16,C14006,C14007,-75.61610393,4.991281552,CALDAS,CHINCHINÁ
MANZANILLO,Arbol aislado,Ejecutado,2024-01-24,Izquierda,30,8,Poda,Alto,AZU23L13,N21147,N21148,-75.526654,5.288545,CALDAS,FILADELFIA
HIGUERON,Arbol aislado,Ejecutado,2024-01-23,Ambos Lados,25,6,Poda,Alto,AZU23L13,B68978,B68979,-75.5058607,5.280597963,CALDAS,ARANZAZU
SAMAN,Arbol aislado,Ejecutado,2024-01-29,Ambos Lados,60,10,Poda,Alto,CHA23L16,C14141,C14142,-75.61655755,4.940145519,CALDAS,CHINCHINÁ
MATARRATON,Cerca Viva,Ejecutado,2024-01-29,Izquierda,30,20,Poda,Alto,CHA23L16,C14138,C14139,-75.615816,4.942179,CALDAS,CHINCHINÁ
LECHUDO,Arbol aislado,Inspeccionado,2024-01-29,Debajo,50,6,Poda,Bajo,CHA23L16,C14141,C14142,-75.61629556,4.940374522,CALDAS,CHINCHINÁ
NOGAL CAFETERO,Arbol aislado,Inspeccionado,2024-01-29,Derecha,50,6,Poda,Bajo,CHA23L16,C14141,C14142,-75.61600314,4.940749541,CALDAS,CHINCHINÁ
URAPAN,Arbol aislado,Inspeccionado,2024-01-29,Derecha,50,5,Poda,Bajo,CHA23L16,C14139,C14141,-75.61596222,4.94134152,CALDAS,CHINCHINÁ
EUCALIPTO,Arbol aislado,Inspeccionado,2024-01-29,Izquierda,70,0,Poda,Bajo,CHA23L16,C14139,C14141,-75.61579201,4.941424519,CALDAS,CHINCHINÁ
EUCALIPTO,Arbol aislado,Pendiente Apagon,2024-01-29,Encima,45,3,Poda,Alto,CHA23L16,C14138,C14139,-75.615732,4.942576,CALDAS,CHINCHINÁ
CEDRO,Arbol aislado,Inspeccionado,2024-01-29,Debajo,35,3,Tala,Bajo,CHA23L16,C14143,C14145,-75.61761265,4.938175337,CALDAS,CHINCHINÁ
TACHUELO,Arbol aislado,Ejecutado,2024-01-29,Derecha,40,5,Poda,Medio,CHA23L16,C14137,C14138,-75.61527677,4.944786128,CALDAS,CHINCHINÁ
YARUMO,Arbol aislado,Inspeccionado,2024-01-29,Derecha,40,7,Poda,Bajo,CHA23L16,C14141,C14142,-75.61644482,4.940301404,CALDAS,CHINCHINÁ
VAINILLO,Arbol aislado,Inspeccionado,2024-01-29,Ambos Lados,30,6,Poda,Bajo,CHA23L16,C14141,C14142,-75.61642176,4.940305044,CALDAS,CHINCHINÁ
MATARRATON,Arbol aislado,Ejecutado,2024-01-24,Derecha,20,10,Poda,Medio,CHI23L18,M32205,M32208,-75.569422,5.078809,CALDAS,MANIZALES
CARBONERO ROJO,Arbol aislado,Ejecutado,2024-01-24,Debajo,50,15,Poda,Bajo,CHI23L18,M32208,M32209,-75.570091,5.078585,CALDAS,MANIZALES
PINO COLOMBIANO,Arbol aislado,Ejecutado,2024-01-23,Izquierda,37,10,Tala,Alto,SNA23L15,E41425,E41427,-74.98497844,5.406388624,CALDAS,SAMANÁ
GUAMO,Arbol aislado,Ejecutado,2024-01-23,Debajo,13,5,Tala,Alto,SNA23L15,E41425,E41426,-74.98488447,5.406059345,CALDAS,SAMANÁ
ALISO,Bosque natural secundario,Ejecutado,2024-01-23,Izquierda,15,3,Poda,Alto,SNA23L15,E41427,E41428,-74.98358765,5.404829656,CALDAS,SAMANÁ
GUAYACAN,Cerca Viva,Ejecutado,2024-01-29,Derecha,20,4,Poda,Alto,SNA23L15,E41821,E41822,-74.91129048,5.527722976,CALDAS,NORCASIA
TACHUELO,Arbol aislado,Inspeccionado,2024-01-29,Encima,100,0,Poda,Medio,CHA23L16,C14137,C14138,-75.61524596,4.944872489,CALDAS,CHINCHINÁ
NOGAL CAFETERO,Arbol aislado,Pendiente Apagon,2024-01-29,Ambos Lados,45,6,Poda,Alto,CHA23L16,C14142,C14143,-75.61717373,4.939137883,CALDAS,CHINCHINÁ
NN,Cerca Viva,Ejecutado,2024-01-30,Izquierda,8,6,Poda,Alto,SNA23L15,E41760,E41761,-74.96113278,5.360442775,CALDAS,VICTORIA
NN,Rastrojo,Ejecutado,2024-01-30,Debajo,5,5,Rocería,Alto,SNA23L15,E41764,E41765,-74.96287277,5.361008062,CALDAS,VICTORIA
NN,Bosque natural,Pendiente Apagon,2024-01-30,Debajo,0,0,Poda,Alto,SNA23L15,E41762,E41763,-74.96067412,5.358783998,CALDAS,VICTORIA
NN,Cerca Viva,Ejecutado,2024-01-30,Izquierda,8,5,Poda,Alto,SNA23L15,E41761,E41762,-74.9607965,5.359600915,CALDAS,VICTORIA
NN,Plantacion,Ejecutado,2024-01-30,Debajo,5,6,Poda,Alto,SNA23L15,E41767,E41773,-74.96356789,5.361012644,CALDAS,VICTORIA
NN,Rastrojo,Ejecutado,2024-01-30,Debajo,20,20,Rocería,Alto,SNA23L15,E41762,E41763,-74.96078976,5.359393799,CALDAS,VICTORIA
NN,Cerca Viva,Ejecutado,2024-01-30,Derecha,19,6,Tala,Alto,SNA23L15,E41765,E41766,-74.96314821,5.36108042,CALDAS,VICTORIA
AGUACATE,Frutales,Ejecutado,2024-01-24,Derecha,28,3,Poda,Alto,RSA23L12,W24142,W24143,-75.770777,5.159028083,CALDAS,RISARALDA
GUANABANO,Frutales,Ejecutado,2024-01-25,Debajo,28,3,Poda,Alto,RSA23L12,W24045,W24310,-75.74014932,5.179871495,CALDAS,RISARALDA
LAUREL COLORADO,Arbol aislado,Ejecutado,2024-01-23,Debajo,30,3,Poda,Alto,RSA23L12,W24142,W24143,-75.77116404,5.158138012,CALDAS,RISARALDA
LAUREL COLORADO,Arbol aislado,Ejecutado,2024-01-24,Debajo,25,3,Poda,Medio,RSA23L12,W24142,W24143,-75.77094552,5.158639976,CALDAS,RISARALDA
GUAMO,Cafe/sombrio,Ejecutado,2024-01-25,Izquierda,32,5,Poda,Alto,RSA23L12,W24308,W54224,-75.74497598,5.179911127,CALDAS,RISARALDA
OTROS,Arbol aislado,Inspeccionado,2024-01-29,Ambos Lados,30,30,Poda,Bajo,ENE23L15,M63189,M63190,-75.471707,5.029972,CALDAS,MANIZALES
OTROS,Arbol aislado,Ejecutado,2024-01-29,Derecha,30,15,Poda,Alto,ENE23L15,M63190,M63191,-75.470794,5.029569,CALDAS,MANIZALES
OTROS,Arbol aislado,Ejecutado,2024-01-23,Izquierda,25,3,Poda,Alto,RSA23L13,W25061,W25061,-75.76871148,5.162768871,CALDAS,RISARALDA
OTROS,Arbol aislado,Inspeccionado,2024-01-25,Derecha,100,40,Poda,Medio,AMR23L14,C31183,C31184,-75.674899,5.067314,CALDAS,PALESTINA
TULIPAN AFRICANO,Arbol aislado,Inspeccionado,2024-01-25,Debajo,45,35,Poda,Alto,AMR23L14,C31179,C31180,-75.677386,5.070308,CALDAS,PALESTINA
CARBONERO,Arbol aislado,Ejecutado,2024-01-25,Debajo,20,8,Poda,Bajo,AZU23L13,B68984,B68985,-75.532817,5.288802,CALDAS,FILADELFIA
OLIVO,Bosque natural,Ejecutado,2024-01-23,Derecha,22,10,Tala,Alto,SNA23L15,E41425,E41427,-74.98377907,5.40511385,CALDAS,SAMANÁ
LAUREL COLORADO,Arbol aislado,Ejecutado,2024-01-23,Debajo,19,5,Tala,Alto,SNA23L15,E41415,E41425,-74.98531654,5.406754844,CALDAS,SAMANÁ
GUAMO,Arbol aislado,Ejecutado,2024-01-23,Derecha,14,5,Poda,Alto,SNA23L15,E41425,E41426,-74.98489097,5.406143612,CALDAS,SAMANÁ
NN,Cerca Viva,Ejecutado,2024-01-26,Derecha,15,3,Poda,Alto,SNA23L15,E41435,E41439,-74.97772008,5.399513449,CALDAS,SAMANÁ
CAREY,Arbol aislado,Ejecutado,2024-01-26,Ambos Lados,20,19,Tala,Alto,SNA23L15,E41438,E41439,-74.97794507,5.398424771,CALDAS,SAMANÁ
YARUMO,Arbol aislado,Ejecutado,2024-01-26,Debajo,15,5,Tala,Alto,SNA23L15,E41439,E41440,-74.97688237,5.398802279,CALDAS,SAMANÁ
NN,Rastrojo,Ejecutado,2024-01-29,Debajo,6,40,Rocería,Alto,SNA23L15,E41729,E41730,-74.95437951,5.396636764,CALDAS,SAMANÁ
NN,Plantacion,Ejecutado,2024-01-29,Debajo,5,5,Poda,Alto,SNA23L15,E41730,E41731,-74.95456631,5.393365398,CALDAS,SAMANÁ
NN,Rastrojo,Ejecutado,2024-01-29,Debajo,6,15,Rocería,Alto,SNA23L15,E41730,E41731,-74.954566,5.393368037,CALDAS,SAMANÁ
NN,Rastrojo,Ejecutado,2024-01-29,Debajo,7,15,Rocería,Alto,SNA23L15,E41730,E41731,-74.95456647,5.393363766,CALDAS,SAMANÁ
AGUACATE,Frutales,Pendiente Apagon,2024-01-24,Debajo,16,6,Poda,Alto,PSV23L13,E62356,E62359,-75.13035456,5.54227766,CALDAS,PENSILVANIA
ARRAYAN,Separador Vial,Ejecutado,2024-01-23,Izquierda,80,15,Poda,Medio,AZA23L19,M43117,M43119,-75.47887329,5.047259434,CALDAS,MANIZALES
OTROS,Arbol aislado,Ejecutado,2024-01-25,Debajo,15,4,Tala,Alto,SNA23L15,E41428,E41431,-74.98082189,5.402768162,CALDAS,SAMANÁ
URAPAN,Arbol aislado,Ejecutado,2024-01-23,Izquierda,20,4,Poda,Medio,SNA23L15,E41415,E41425,-74.98541046,5.406779321,CALDAS,SAMANÁ
OTROS,Arbol aislado,Inspeccionado,2024-01-29,Debajo,60,8,Poda,No aplica,ENE23L15,M63047,M63821,-75.458992,5.030594,CALDAS,MANIZALES
OTROS,Arbol aislado,Ejecutado,2024-01-29,Debajo,25,3,Poda,Medio,AMR23L14,C31187,C31188,-75.67290102,5.065609169,CALDAS,PALESTINA
TACHUELO,Arbol aislado,Ejecutado,2024-01-26,Debajo,35,3,Poda,Medio,AMR23L14,C31198,C31202,-75.66384604,5.059540596,CALDAS,PALESTINA
TACHUELO,Arbol aislado,Ejecutado,2024-01-26,Izquierda,20,10,Poda,Medio,AMR23L14,C31203,C31204,-75.662696,5.060293,CALDAS,PALESTINA
MATARRATON,Cerca Viva,Ejecutado,2024-01-25,Derecha,40,12,Poda,Bajo,AMR23L14,C31182,C31183,-75.675953,5.068132,CALDAS,PALESTINA
CEDRO NEGRO,Arbol aislado,Inspeccionado,2024-01-25,Derecha,25,20,Poda,Bajo,AMR23L14,C31183,C31184,-75.675489,5.067693,CALDAS,PALESTINA
MATARRATON,Cerca Viva,Ejecutado,2024-01-25,Derecha,25,40,Poda,Medio,AMR23L14,C31183,C31184,-75.675553,5.067742,CALDAS,PALESTINA
MATARRATON,Arbol aislado,Ejecutado,2024-01-25,Debajo,35,12,Poda,Bajo,AMR23L14,C31181,C31182,-75.676373,5.068533,CALDAS,PALESTINA
PALMA LLORONA,Arbol aislado,Ejecutado,2024-01-29,Izquierda,15,3,Poda,Medio,AMR23L14,C31222,C31269,-75.681225,5.071442,CALDAS,PALESTINA
SAMAN,Arbol aislado,Ejecutado,2024-01-26,Ambos Lados,100,10,Poda,Medio,AMR23L14,C31202,C31674,-75.66399,5.059884,CALDAS,PALESTINA
MATARRATON,Arbol aislado,Ejecutado,2024-01-29,Izquierda,40,8,Poda,Medio,AMR23L14,C31186,C31187,-75.673396,5.066033,CALDAS,PALESTINA
MATARRATON,Arbol aislado,Inspeccionado,2024-01-29,Debajo,40,12,Poda,Bajo,AMR23L14,C31187,C31188,-75.672532,5.065392,CALDAS,PALESTINA
MATARRATON,Arbol aislado,Ejecutado,2024-01-25,Derecha,35,30,Poda,Medio,AMR23L14,C31183,C31184,-75.674827,5.067126,CALDAS,PALESTINA
MANGO,Frutales,Ejecutado,2024-01-29,Izquierda,35,10,Poda,Medio,AMR23L14,C31222,C31269,-75.680575,5.071415,CALDAS,PALESTINA
MATARRATON,Arbol aislado,Ejecutado,2024-01-29,Derecha,20,8,Poda,Medio,AMR23L14,C31188,C31212,-75.672583,5.065075,CALDAS,PALESTINA
GUAYACAN,Arbol aislado,Ejecutado,2024-01-26,Derecha,80,12,Poda,Bajo,AMR23L14,C31205,C31206,-75.670556,5.061924,CALDAS,PALESTINA
NN,Ornamental,Inspeccionado,2024-01-29,Izquierda,50,0,Poda,Bajo,ENE23L15,M63198,M63224,-75.469192,5.028124,CALDAS,MANIZALES
NN,Ornamental,Inspeccionado,2024-01-29,Izquierda,0,0,Poda,Bajo,ENE23L15,M63198,M63199,-75.468895,5.028004,CALDAS,MANIZALES
OTROS,Arbol aislado,Ejecutado,2024-01-25,Debajo,14,4,Tala,Alto,PSV23L13,E62353,E62355,-75.13000103,5.539902395,CALDAS,PENSILVANIA
SAMAN,Arbol aislado,Ejecutado,2024-01-25,Izquierda,35,8,Poda,Medio,VBO23L12,W34682,W34683,-75.87432134,5.05470004,CALDAS,VITERBO
CHILCA,Rastrojo,Ejecutado,2024-01-25,Izquierda,3,5,Rocería,Medio,RSA23L12,W24148,W24149,-75.77221775,5.152937297,CALDAS,RISARALDA
SWINGLEA,Arbol aislado,Inspeccionado,2024-01-25,Derecha,13,7,Poda,Medio,PSV23L13,E62353,E62355,-75.13066758,5.537561317,CALDAS,PENSILVANIA
YARUMO,Arbol aislado,Ejecutado,2024-01-25,Izquierda,15,0,Poda,Bajo,RSA23L12,W24432,W24433,-75.76777039,5.175380263,CALDAS,RISARALDA
PALMA,Ornamental,Ejecutado,2024-01-24,Izquierda,45,7,Poda,Medio,PSO23L12,M52943,M52945,-75.51286363,5.085078327,CALDAS,MANIZALES
PALMA,Ornamental,Ejecutado,2024-01-24,Izquierda,40,15,Poda,Medio,PSO23L12,M52948,M52949,-75.51193192,5.085293972,CALDAS,MANIZALES
PALMA,Ornamental,Ejecutado,2024-01-24,Ambos Lados,50,25,Poda,Medio,PSO23L12,M52949,M52953,-75.51143533,5.085442474,CALDAS,MANIZALES
MANGO,Frutales,Ejecutado,2024-01-25,Izquierda,30,9,Poda,Alto,PSV23L13,E62352,E62353,-75.13142931,5.536140136,CALDAS,PENSILVANIA
MATARRATON,Cerca Viva,Ejecutado,2024-01-25,Debajo,10,6,Poda,Alto,PSV23L13,E62352,E62353,-75.13085831,5.536929855,CALDAS,PENSILVANIA
OTROS,Arbol aislado,Ejecutado,2024-01-25,Izquierda,30,0,Poda,Bajo,RSA23L12,W24432,W24433,-75.76789104,5.175155467,CALDAS,RISARALDA
MATARRATON,Cerca Viva,Ejecutado,2024-01-25,Derecha,15,5,Poda,Medio,VBO23L12,W34680,W34741,-75.874741,5.0561,CALDAS,VITERBO
SAMAN,Arbol aislado,Ejecutado,2024-01-25,Izquierda,45,8,Poda,Medio,VBO23L12,W34681,W34682,-75.874806,5.054947,CALDAS,VITERBO
MATARRATON,Cerca Viva,Ejecutado,2024-01-25,Ambos Lados,20,10,Poda,Medio,VBO23L12,W34680,W34741,-75.874962,5.056175,CALDAS,VITERBO
GUADUILLA,Guadual,Inspeccionado,2024-01-25,Derecha,11,0,Tala,Medio,VBO23L12,W34142,W34143,-75.874626,5.056918,CALDAS,VITERBO
MATARRATON,Cerca Viva,Ejecutado,2024-01-25,Derecha,25,5,Poda,Medio,VBO23L12,W34143,W34680,-75.874641,5.056508,CALDAS,VITERBO
NOGAL CAFETERO,Arbol aislado,Ejecutado,2024-01-25,Derecha,30,8,Poda,Bajo,RSA23L12,W24029,W24030,-75.759299,5.170886,CALDAS,RISARALDA
NOGAL CAFETERO,Arbol aislado,Inspeccionado,2024-01-25,Debajo,45,4,Poda,Bajo,CHA23L16,C14019,C14020,-75.608141,4.972092,CALDAS,CHINCHINÁ
NOGAL CAFETERO,Arbol aislado,Pendiente Apagon,2024-01-25,Encima,50,5,Poda,Alto,CHA23L16,C14059,C14283,-75.61077403,4.961025118,CALDAS,CHINCHINÁ
NOGAL CAFETERO,Cafe/sombrio,Inspeccionado,2024-01-25,Debajo,35,8,Poda,Bajo,CHA23L16,C14030,C14283,-75.61042696,4.961991755,CALDAS,CHINCHINÁ
CAUCHO,Arbol aislado,Pendiente Apagon,2024-01-25,Ambos Lados,90,8,Poda,Alto,CHA23L16,C14022,C14030,-75.6095116,4.964824001,CALDAS,CHINCHINÁ
GUAYACAN ROSADO,Cafe/sombrio,Ejecutado,2024-01-25,Debajo,35,3,Poda,Medio,CHA23L16,C14016,C14017,-75.60996917,4.975209249,CALDAS,CHINCHINÁ
NOGAL CAFETERO,Arbol aislado,Inspeccionado,2024-01-25,Izquierda,45,5,Poda,Bajo,CHA23L16,C14017,C14018,-75.60956728,4.974328046,CALDAS,CHINCHINÁ
ZAPOTE,Frutales,Inspeccionado,2024-01-25,Debajo,45,3,Poda,Bajo,CHA23L16,C14020,C14021,-75.608079,4.969622,CALDAS,CHINCHINÁ
SWINGLEA,Cerca Viva,Inspeccionado,2024-01-25,Debajo,15,3,Poda,Bajo,CHA23L16,C14020,C14021,-75.607531,4.971015,CALDAS,CHINCHINÁ
GUADUA,Guadual,Inspeccionado,2024-01-25,Encima,15,8,Tala,Medio,CHA23L16,C14021,C14584,-75.60863032,4.969279979,CALDAS,CHINCHINÁ
PALMA,Ornamental,Ejecutado,2024-01-24,Derecha,20,3,Poda,Alto,PSV23L13,E62357,E62358,-75.13092559,5.541429121,CALDAS,PENSILVANIA
ZAPOTE,Arbol aislado,Ejecutado,2024-01-25,Izquierda,13,3,Poda,Alto,SNA23L15,E41431,E41435,-74.97842472,5.400260675,CALDAS,SAMANÁ
CAREY,Arbol aislado,Ejecutado,2024-01-26,Izquierda,10,1,Poda,Medio,SNA23L15,E41438,E41439,-74.9770861,5.398833656,CALDAS,SAMANÁ
OTROS,Arbol aislado,Ejecutado,2024-01-25,Ambos Lados,40,5,Poda,Medio,CHA23L16,C14059,C14283,-75.61056365,4.961613801,CALDAS,CHINCHINÁ
PLATANO,Huerto,Ejecutado,2024-01-25,Debajo,20,5,Poda,Medio,AZU23L13,B68985,N21034,-75.53556034,5.289198212,CALDAS,FILADELFIA
QUIEBRABARRIGO,Cerca Viva,Ejecutado,2024-01-25,Debajo,20,10,Poda,Alto,AZU23L13,B68985,B68986,-75.53559725,5.289191629,CALDAS,FILADELFIA
CARBONERO,Arbol aislado,Ejecutado,2024-01-25,Debajo,30,8,Poda,Alto,AZU23L13,B68985,B68986,-75.53560175,5.289192394,CALDAS,FILADELFIA
MANZANILLO,Arbol aislado,Ejecutado,2024-01-25,Debajo,20,8,Poda,Alto,AZU23L13,N21160,N21162,-75.53265311,5.288819933,CALDAS,FILADELFIA
NN,Cerca Viva,Ejecutado,2024-01-25,Debajo,15,8,Poda,Medio,AZU23L13,B68981,B68982,-75.523386,5.286697,CALDAS,FILADELFIA
AGUACATE,Frutales,Ejecutado,2024-01-29,Debajo,6,6,Poda,Alto,SNA23L15,E41729,E41730,-74.95438658,5.396536207,CALDAS,SAMANÁ
GUAMO SANTAFERENO,Arbol aislado,Pendiente Apagon,2024-01-29,Ambos Lados,25,0,Poda,Alto,SNA23L15,E41729,E41730,-74.95438857,5.3969639,CALDAS,SAMANÁ
NN,Plantacion,Ejecutado,2024-01-29,Izquierda,3,4,Poda,Alto,SNA23L15,E41729,E41730,-74.95423294,5.39721605,CALDAS,SAMANÁ
GUAMO,Cafe/sombrio,Pendiente Apagon,2024-01-30,Ambos Lados,30,10,Poda,Bajo,AGU23L14,N42152,N42273,-75.410589,5.667686,CALDAS,AGUADAS
AGUACATE,Frutales,Inspeccionado,2024-01-30,Debajo,20,0,Poda,Alto,AGU23L14,N42270,N42272,-75.417372,5.664262,CALDAS,AGUADAS
MATARRATON,Cerca Viva,Inspeccionado,2024-01-30,Debajo,15,0,Poda,Bajo,AGU23L14,N42270,N42272,-75.417334,5.664281,CALDAS,AGUADAS
MATARRATON,Cerca Viva,Ejecutado,2024-01-30,Debajo,15,3,Poda,Alto,AGU23L14,N42278,N42279,-75.404936,5.663941,CALDAS,AGUADAS
OTROS,Bosque natural,Inspeccionado,2024-01-30,Ambos Lados,0,9,Poda,Alto,AGU23L14,N42276,N42277,-75.406706,5.666096,CALDAS,AGUADAS
LAUREL,Arbol aislado,Inspeccionado,2024-01-30,Debajo,0,0,Poda,Bajo,AGU23L14,N42276,N42277,-75.4071,5.666599,CALDAS,AGUADAS
PLATANO,Huerto,Ejecutado,2024-01-30,Debajo,0,3,Poda,Alto,AGU23L14,N42272,N42273,-75.412607,5.666503,CALDAS,AGUADAS
MATARRATON,Cerca Viva,Ejecutado,2024-01-30,Debajo,20,5,Poda,Alto,AGU23L14,N42269,N42270,-75.419426,5.665378,CALDAS,AGUADAS
